Date,Open,High,Low,Close,Volume
2023-12-19,209.03,211.25,210.79,211.25,2582828
2023-12-20,215.77,215.0,213.58,214.4,1421001
2023-12-21,210.86,213.24,211.47,211.95,4896134
2023-12-22,210.27,210.97,207.67,209.02,3835309
2023-12-25,210.41,211.16,207.82,209.47,4885878
2023-12-26,210.66,211.61,210.22,211.56,4878016
2023-12-27,213.8,216.73,213.28,214.93,1012336
2023-12-28,214.36,215.58,213.22,214.01,1863907
2023-12-29,215.32,217.73,215.86,216.17,2469204
2024-01-01,216.19,217.01,214.62,216.09,4227940
2024-01-02,215.26,216.54,215.03,215.75,3958963
2024-01-03,215.73,218.12,216.17,217.51,4191319
2024-01-04,216.59,218.95,218.28,218.82,1848182
2024-01-05,215.89,216.12,215.5,215.67,2925656
2024-01-08,218.06,219.11,216.63,218.62,3979718
2024-01-09,220.83,222.35,221.07,221.38,1428670
2024-01-10,220.82,221.62,218.15,220.13,4768553
2024-01-11,222.09,221.87,218.97,220.92,1849104
2024-01-12,221.64,222.02,220.32,221.91,1289372
2024-01-15,222.09,224.34,221.11,222.43,1014429
2024-01-16,221.83,223.21,220.17,221.33,2132870
2024-01-17,218.63,221.56,218.25,219.99,4523449
2024-01-18,220.16,221.92,219.36,219.93,2232663
2024-01-19,222.83,223.37,221.34,222.28,1874506
2024-01-22,224.05,225.29,222.13,223.37,4476808
2024-01-23,220.69,222.78,221.8,222.63,4357707
2024-01-24,223.41,224.9,223.31,224.17,1843810
2024-01-25,217.59,218.92,217.81,218.47,1037310
2024-01-26,220.87,221.16,219.64,220.77,3723267
2024-01-29,217.77,217.57,215.59,217.29,1199899
2024-01-30,218.06,217.81,216.16,216.57,1428472
2024-01-31,213.83,215.89,212.46,214.33,1207500
2024-02-01,211.24,212.89,210.36,211.74,1099862
2024-02-02,215.21,214.35,212.41,214.06,2020498
2024-02-05,213.42,214.75,212.01,213.12,3398185
2024-02-06,215.08,215.09,212.26,213.82,2362148
2024-02-07,214.01,214.5,213.69,213.72,3469798
2024-02-08,213.52,216.02,213.04,214.68,3527575
2024-02-09,213.5,215.35,214.75,214.83,3671695
2024-02-12,210.71,212.95,210.48,212.26,1367968
2024-02-13,214.92,216.09,212.27,214.26,4368331
2024-02-14,214.46,213.85,212.68,213.27,1791841
2024-02-15,212.01,211.1,209.74,210.16,2091014
2024-02-16,210.14,211.08,207.77,209.3,1241482
2024-02-19,213.46,213.72,211.79,212.3,3862750
2024-02-20,213.42,214.13,212.27,214.0,1785372
2024-02-21,212.15,213.6,213.1,213.3,3061439
2024-02-22,213.46,212.62,212.35,212.61,3891453
2024-02-23,212.38,213.22,210.0,211.96,3591628
2024-02-26,216.22,217.01,214.77,216.12,1712222
2024-02-27,217.27,217.15,215.19,216.88,3578305
2024-02-28,218.06,219.66,217.09,217.74,2860966
2024-02-29,221.08,220.86,218.45,219.8,2255950
2024-03-01,221.57,220.76,219.09,220.28,2800266
2024-03-04,220.3,220.76,218.55,219.76,4827233
2024-03-05,220.21,220.73,218.0,219.37,1337766
2024-03-06,219.74,219.38,218.07,219.22,2550531
2024-03-07,218.69,219.7,218.29,219.15,4696458
2024-03-08,221.36,222.22,220.05,220.6,1081948
2024-03-11,219.31,221.63,219.17,220.71,3351809
2024-03-12,223.23,223.27,221.72,222.17,4433468
2024-03-13,220.82,222.88,220.63,222.01,2648655
2024-03-14,222.46,222.26,221.7,222.17,2615270
2024-03-15,217.33,218.5,216.92,218.17,2089100
2024-03-18,220.56,220.9,218.51,220.01,3251556
2024-03-19,220.67,221.12,220.26,220.7,3207312
2024-03-20,221.1,222.79,222.58,222.7,2195412
2024-03-21,217.32,218.59,216.64,216.9,2731499
2024-03-22,220.5,223.04,219.87,221.08,1480891
2024-03-25,221.68,222.39,219.1,220.8,2216018
2024-03-26,223.02,224.72,222.93,223.02,4937222
2024-03-27,221.33,221.42,219.47,220.94,1568933
2024-03-28,221.2,224.08,221.48,222.16,1384903
2024-03-29,219.47,220.45,219.1,220.06,4415116
2024-04-01,218.35,220.71,216.95,218.81,4906497
2024-04-02,223.49,224.63,221.97,222.64,1781608
2024-04-03,223.93,223.68,221.32,222.25,2134077
2024-04-04,221.88,224.65,222.66,222.69,2166026
2024-04-05,225.51,225.57,224.27,224.43,2768407
2024-04-08,223.25,225.94,224.9,225.42,4911621
2024-04-09,224.53,226.6,225.67,225.72,2327676
2024-04-10,225.49,227.64,225.19,226.45,4055129
2024-04-11,229.91,231.4,230.41,231.26,1931398
2024-04-12,229.56,232.39,230.05,231.14,3076664
2024-04-15,231.96,233.51,231.2,231.55,2540710
2024-04-16,233.43,234.03,233.05,233.65,4346386
2024-04-17,236.24,237.44,234.53,235.86,2589573
2024-04-18,238.92,240.05,236.3,238.23,3833770
2024-04-19,239.77,241.4,239.41,239.51,3477724
2024-04-22,237.88,239.14,235.44,237.22,4423082
2024-04-23,240.42,241.53,239.34,240.49,3985665
2024-04-24,237.01,240.15,237.07,238.2,3266898
2024-04-25,239.86,240.32,237.8,238.8,2567043
2024-04-26,236.71,237.62,237.16,237.29,1100025
2024-04-29,236.23,238.12,236.99,237.17,4556677
2024-04-30,237.65,239.26,236.62,237.82,2199728
2024-05-01,237.55,238.96,237.78,238.47,2543992
2024-05-02,238.89,240.59,237.48,239.31,3281636
2024-05-03,242.88,243.87,241.72,242.54,2959484
2024-05-06,243.79,243.77,243.16,243.44,1190043
2024-05-07,242.06,244.09,241.53,242.96,3005789
2024-05-08,244.4,246.43,244.3,244.88,3943430
2024-05-09,248.34,248.26,246.21,247.26,4211208
2024-05-10,245.3,244.83,243.41,244.81,1767128
2024-05-13,248.08,246.02,244.2,246.0,1315104
2024-05-14,248.59,248.12,245.82,247.41,3331774
2024-05-15,247.95,248.66,245.46,246.81,1434368
2024-05-16,248.17,250.02,248.2,249.56,4566194
2024-05-17,250.03,250.53,247.37,249.26,2920773
2024-05-20,249.46,249.96,248.92,249.51,4787281
2024-05-21,248.62,249.81,249.16,249.17,2883145
2024-05-22,249.37,250.89,248.65,249.2,3834523
2024-05-23,247.95,248.46,246.57,247.01,2167498
2024-05-24,244.63,244.32,242.8,244.12,1516576
2024-05-27,246.44,248.17,246.05,247.31,4791296
2024-05-28,246.36,245.68,244.43,245.62,2488204
2024-05-29,243.0,244.6,243.6,243.64,2354596
2024-05-30,239.55,240.66,237.87,239.33,3978131
2024-05-31,237.75,238.29,237.41,238.05,3826176
2024-06-03,235.19,235.98,234.08,235.41,3933811
2024-06-04,239.46,239.49,237.58,238.69,4833538
2024-06-05,239.67,242.55,240.02,240.71,2133009
2024-06-06,241.28,241.32,239.06,239.33,3170856
2024-06-07,242.02,243.93,243.65,243.84,1531149
2024-06-10,245.2,247.32,244.14,245.8,1238366
2024-06-11,245.52,245.9,243.32,245.15,1324058
2024-06-12,240.74,240.94,238.85,240.15,2112464
2024-06-13,244.64,246.24,244.53,244.74,1865718
2024-06-14,241.9,243.79,241.15,241.96,3682733
2024-06-17,239.08,240.57,237.21,238.67,1213596
2024-06-18,240.48,241.86,239.15,240.71,1068515
2024-06-19,246.98,246.3,245.35,245.59,1416740
2024-06-20,249.2,249.93,248.36,248.36,3366361
2024-06-21,250.36,249.99,248.06,249.49,4838772
2024-06-24,249.71,251.8,249.96,250.68,4758736
2024-06-25,252.3,253.1,251.87,252.38,2213013
2024-06-26,253.6,255.21,253.87,253.9,2893884
2024-06-27,253.46,254.94,253.38,254.46,1941208
2024-06-28,255.03,255.05,252.97,254.67,1188929
2024-07-01,254.01,256.38,252.63,254.55,4282422
2024-07-02,253.69,253.24,251.91,253.04,3967381
2024-07-03,251.41,253.49,251.45,252.48,3338692
2024-07-04,250.81,249.53,248.92,249.09,3060035
2024-07-05,248.0,248.97,247.8,248.89,4114659
2024-07-08,247.14,246.99,246.16,246.92,2664005
2024-07-09,245.5,245.06,243.5,244.71,4109363
2024-07-10,244.5,246.8,244.29,245.07,3053780
2024-07-11,248.71,248.42,247.37,247.85,3343628
2024-07-12,248.46,251.59,249.5,249.69,4126389
2024-07-15,248.0,247.71,245.92,246.55,4093988
2024-07-16,244.58,245.44,244.38,244.57,2413110
2024-07-17,245.86,247.61,246.1,246.45,2407576
2024-07-18,244.19,245.52,242.51,244.49,2901209
2024-07-19,244.85,245.56,243.15,244.04,3523062
2024-07-22,244.55,245.7,244.07,245.14,1022995
2024-07-23,242.45,243.91,241.45,243.2,1878752
2024-07-24,243.19,245.2,241.42,243.41,2653005
2024-07-25,239.57,242.64,239.58,240.74,3049079
2024-07-26,241.36,241.33,237.92,239.54,2712355
2024-07-29,239.61,241.02,239.53,240.18,1441168
2024-07-30,237.83,238.56,236.38,236.99,4137684
2024-07-31,238.08,238.83,237.07,237.88,1689197
2024-08-01,236.85,238.83,236.49,237.84,4216527
2024-08-02,238.94,239.35,237.58,238.94,2752813
2024-08-05,240.17,240.57,238.76,239.39,1499471
2024-08-06,241.93,242.49,241.85,242.12,2880695
2024-08-07,243.56,243.03,241.1,242.37,1755027
2024-08-08,242.53,243.22,241.25,241.51,2085852
2024-08-09,242.67,242.17,240.6,241.75,2607387
2024-08-12,242.38,242.98,241.45,242.84,4342855
2024-08-13,241.86,243.08,241.54,242.94,3413911
2024-08-14,242.41,244.9,241.51,243.02,1489858
2024-08-15,241.81,242.63,239.87,241.62,4648984
2024-08-16,240.84,241.11,239.29,240.29,1010514
2024-08-19,235.31,239.11,236.02,237.48,3144608
2024-08-20,240.98,242.65,239.74,240.98,3104385
2024-08-21,238.65,239.16,238.12,238.5,2311822
2024-08-22,236.83,238.5,237.06,237.11,4211861
2024-08-23,236.96,237.22,235.1,235.67,3930299
2024-08-26,237.88,238.77,236.58,237.46,4624137
2024-08-27,238.18,237.18,235.64,236.87,1896977
2024-08-28,239.15,241.12,237.67,239.37,1628373
2024-08-29,238.96,239.1,237.63,238.02,1633389
2024-08-30,240.21,239.14,238.33,238.58,4545200
2024-09-02,238.22,237.76,234.98,236.91,2157260
2024-09-03,240.11,241.27,240.98,241.2,2375520
2024-09-04,238.57,239.08,237.87,238.82,4667844
2024-09-05,239.1,240.97,238.27,239.44,3716377
2024-09-06,241.2,240.71,239.63,240.71,4711564
2024-09-09,242.22,242.37,241.37,241.54,3038170
2024-09-10,240.33,242.21,241.05,241.17,4355000
2024-09-11,240.98,241.02,240.7,240.91,4581311
2024-09-12,238.98,242.94,239.82,241.0,2963853
2024-09-13,242.14,241.15,239.61,240.7,4783831
2024-09-16,242.12,243.24,242.16,242.63,4366722
2024-09-17,247.11,247.66,245.78,247.05,1987886
2024-09-18,245.63,246.4,244.3,245.94,1127602
2024-09-19,244.34,243.2,243.11,243.2,4796286
2024-09-20,240.18,244.48,242.02,243.02,2961328
2024-09-23,248.16,250.11,246.8,248.18,3909154
2024-09-24,246.47,247.02,246.07,246.57,4569199
2024-09-25,249.4,251.18,249.23,249.85,4691198
2024-09-26,254.93,254.69,251.98,253.21,2350093
2024-09-27,251.21,253.79,250.3,252.1,4450891
2024-09-30,254.01,254.08,251.62,253.24,1193691
2024-10-01,256.85,257.1,255.33,256.49,3375339
2024-10-02,257.0,256.39,254.27,255.73,4584476
2024-10-03,254.66,256.75,254.6,255.33,3329514
2024-10-04,253.43,255.8,252.88,254.16,3294160
2024-10-07,253.23,252.5,251.2,252.13,1281383
2024-10-08,251.26,251.58,250.46,250.84,2190064
2024-10-09,246.84,250.19,246.98,248.39,4804500
2024-10-10,247.92,250.07,247.34,248.46,3965560
2024-10-11,247.3,248.89,246.2,246.92,1548694
2024-10-14,248.22,248.89,245.56,247.38,4409747
2024-10-15,243.59,245.06,244.23,244.27,2561023
2024-10-16,242.02,246.12,244.3,244.93,3003146
2024-10-17,247.12,247.92,246.49,246.6,3592440
2024-10-18,241.39,242.77,241.08,242.61,4544696
2024-10-21,241.34,244.45,241.96,243.36,1479969
2024-10-22,242.98,247.24,245.15,245.82,3306249
2024-10-23,244.21,243.73,242.05,243.4,3491721
2024-10-24,246.87,248.3,245.95,246.74,1682346
2024-10-25,247.36,248.75,246.07,247.58,2004411
2024-10-28,247.56,248.08,245.26,246.17,4119557
2024-10-29,246.7,246.14,245.23,246.06,1801123
2024-10-30,248.79,247.71,245.31,247.18,1200919
2024-10-31,245.94,248.53,246.83,247.33,3931659
2024-11-01,248.37,249.0,248.16,248.41,4156522
2024-11-04,244.95,247.99,245.39,246.56,1199542
2024-11-05,246.67,248.42,244.96,246.9,2720342
2024-11-06,243.83,244.28,243.32,244.08,4483802
2024-11-07,244.48,244.88,243.73,243.85,2819833
2024-11-08,242.09,243.06,241.37,242.05,4187436
2024-11-11,241.2,241.31,239.56,240.57,2950500
2024-11-12,243.75,244.91,242.72,243.05,1893061
2024-11-13,247.38,246.88,243.91,245.23,2223045
2024-11-14,246.13,247.84,244.45,246.45,1647601
2024-11-15,243.32,245.69,243.36,244.26,3904936
2024-11-18,243.88,244.55,242.92,243.63,2936983
2024-11-19,245.25,247.9,245.25,246.06,2404568
2024-11-20,247.82,247.73,246.11,246.34,1760956
2024-11-21,250.69,252.44,249.21,250.98,4554382
2024-11-22,251.2,253.49,250.93,251.76,4103577
2024-11-25,251.68,252.7,251.37,252.15,3928583
2024-11-26,252.25,253.14,250.21,251.53,4688498
2024-11-27,251.64,252.19,250.91,251.8,1163543
2024-11-28,250.85,252.18,250.2,251.49,4979439
2024-11-29,254.57,253.58,252.79,252.91,1371557
2024-12-02,253.97,256.78,253.19,254.82,1499964
2024-12-03,253.29,254.96,251.37,253.25,3151365
2024-12-04,251.24,251.99,249.29,250.59,3997493
2024-12-05,245.28,248.37,245.01,246.92,1799458
2024-12-06,248.41,249.06,247.63,247.93,4384425
2024-12-09,244.67,247.62,244.77,245.72,3444480
2024-12-10,242.24,242.41,240.22,241.42,1005435
2024-12-11,241.23,242.96,241.03,242.2,1139565
2024-12-12,247.87,247.51,246.38,247.18,4349027
2024-12-13,248.28,248.74,246.49,247.17,3942905
2024-12-16,249.71,250.32,248.59,248.85,1920267
2024-12-17,249.26,249.78,248.23,249.01,4428261
2024-12-18,248.58,248.86,248.49,248.81,3128650
2024-12-19,250.07,252.33,249.18,250.65,4995915
2024-12-20,251.54,250.09,249.65,250.07,1887977
2024-12-23,249.91,252.01,250.49,250.61,1560113
2024-12-24,250.21,253.19,250.14,251.25,2327654
2024-12-25,250.58,250.79,248.72,249.91,3627014
2024-12-26,251.1,252.37,250.15,251.9,4800714
2024-12-27,250.6,252.96,250.39,251.55,2742115
2024-12-30,248.59,251.67,249.34,250.04,4016243
2024-12-31,250.63,252.2,249.5,251.11,3139934
